STT,Data type,api,class,function,times,desciption,Sub-Data type
6542,Media,android.media,android.media.AudioManager,registerRemoteControlClient(RemoteControlClient rcClient),23161,This method was deprecated in API level 21. Use MediaSession instead.,Audio manager
6543,Media,android.media,android.media.AudioManager,registerRemoteController(RemoteController rctlr),23161,"This method was deprecated in API level 21. Use MediaSessionManager#addOnActiveSessionsChangedListener(android.media.session.MediaSessionManager.OnActiveSessionsChangedListener, ComponentName) and MediaController instead.",Audio manager
6544,Media,android.media,android.media.AudioManager,requestAudioFocus(AudioFocusRequest focusRequest),23161,Request audio focus.,Audio
6545,Media,android.media,android.media.AudioManager,"requestAudioFocus(AudioManager.OnAudioFocusChangeListener l, int streamType, int durationHint)",23161,setAllowedCapturePolicy(int capturePolicy),Audio
6546,Media,android.media,android.media.AudioManager,setBluetoothA2dpOn(boolean on),23161,This method was deprecated in API level 15. Do not use.,Audio manager
6547,Media,android.media,android.media.AudioManager,setBluetoothScoOn(boolean on),23161,Request use of Bluetooth SCO headset for communications.,Audio manager
6548,Media,android.media,android.media.AudioManager,setMicrophoneMute(boolean on),23161,Sets the microphone mute on or off.,Audio manager
6549,Media,android.media,android.media.AudioManager,setMode(int mode),23161,Sets the audio mode.,Audio manager
6550,Media,android.media,android.media.AudioManager,setParameters(String keyValuePairs),23161,Sets a variable number of parameter values to audio hardware.,Audio manager
6551,Media,android.media,android.media.AudioManager,setRingerMode(int ringerMode),23161,Sets the ringer mode.,Audio manager
6552,Media,android.media,android.media.AudioManager,"setRouting(int mode, int routes, int mask)",23161,"This method was deprecated in API level 15. Do not set audio routing directly, use setSpeakerphoneOn(), setBluetoothScoOn() methods instead.",Audio manager
6553,Media,android.media,android.media.AudioManager,setSpeakerphoneOn(boolean on),23161,Sets the speakerphone on or off.,Audio manager
6554,Media,android.media,android.media.AudioManager,"setStreamMute(int streamType, boolean state)",23161,"This method was deprecated in API level 23. Use adjustStreamVolume(int, int, int) with ADJUST_MUTE or ADJUST_UNMUTE instead.",Audio manager
6555,Media,android.media,android.media.AudioManager,"setStreamSolo(int streamType, boolean state)",23161,This method was deprecated in API level 23. Do not use. If you need exclusive audio playback use requestAudioFocus(AudioFocusRequest).,Audio manager
6556,Media,android.media,android.media.AudioManager,"setStreamVolume(int streamType, int index, int flags)",23161,Sets the volume index for a particular stream.,Volume
6557,Media,android.media,android.media.AudioManager,"setVibrateSetting(int vibrateType, int vibrateSetting)",23161,This method was deprecated in API level 16. Applications should maintain their own vibrate policy based on current ringer mode that can be queried via getRingerMode().,Audio manager
6558,Media,android.media,android.media.AudioManager,setWiredHeadsetOn(boolean on),23161,This method was deprecated in API level 15. Do not use.,Audio manager
6559,Media,android.media,android.media.AudioManager,shouldVibrate(int vibrateType),23161,This method was deprecated in API level 16. Applications should maintain their own vibrate policy based on current ringer mode that can be queried via getRingerMode().,Audio manager
6560,Media,android.media,android.media.AudioManager,startBluetoothSco(),23161,Start bluetooth SCO audio connection.,Audio manager
6561,Media,android.media,android.media.AudioManager,stopBluetoothSco(),23161,Stop bluetooth SCO audio connection.,Audio manager
6562,Media,android.media,android.media.AudioManager,unloadSoundEffects(),23161,Unload Sound effects.,Sound
6563,Media,android.media,android.media.AudioManager,unregisterAudioDeviceCallback(AudioDeviceCallback callback),23161,Unregisters an AudioDeviceCallback object which has been previously registered to receive notifications of changes to the set of connected audio devices.,Audio
6564,Media,android.media,android.media.AudioManager,unregisterAudioPlaybackCallback(AudioManager.AudioPlaybackCallback cb),23161,"Unregister an audio playback callback previously registered with registerAudioPlaybackCallback(android.media.AudioManager.AudioPlaybackCallback, android.os.Handler).",Audio
6565,Media,android.media,android.media.AudioManager,unregisterAudioRecordingCallback(AudioManager.AudioRecordingCallback cb),23161,"Unregister an audio recording callback previously registered with registerAudioRecordingCallback(android.media.AudioManager.AudioRecordingCallback, android.os.Handler).",Audio
6566,Media,android.media,android.media.AudioManager,unregisterMediaButtonEventReceiver(PendingIntent eventReceiver),23161,This method was deprecated in API level 21. Use MediaSession instead.,Audio manager
6567,Media,android.media,android.media.AudioManager,unregisterMediaButtonEventReceiver(ComponentName eventReceiver),23161,This method was deprecated in API level 21. Use MediaSession instead.,Audio manager
6568,Media,android.media,android.media.AudioManager,unregisterRemoteControlClient(RemoteControlClient rcClient),23161,This method was deprecated in API level 21. Use MediaSession instead.,Audio manager
6569,Media,android.media,android.media.AudioManager,unregisterRemoteController(RemoteController rctlr),23161,This method was deprecated in API level 21. Use MediaSessionManager#removeOnActiveSessionsChangedListener(android.media.session.MediaSessionManager.OnActiveSessionsChangedListener) instead.,Audio manager
6570,Media,android.media,android.media.AudioManager,onPlaybackConfigChanged(List<AudioPlaybackConfiguration> configs),23161,Called whenever the playback activity and configuration has changed.,Audio
6571,Media,android.media,android.media.AudioManager.AudioPlaybackCallback,onRecordingConfigChanged(List<AudioRecordingConfiguration> configs),23161,Called whenever the device recording configuration has changed.,Audio
6572,Media,android.media,android.media.AudioManager.AudioRecordingCallback,getExcludeUids(),23161,,Audio manager
6573,Media,android.media,android.media.AudioPlaybackCaptureConfiguration,getExcludeUsages(),23161,,Playback
6574,Media,android.media,android.media.AudioPlaybackCaptureConfiguration,getMatchingUids(),23161,,Playback
6575,Media,android.media,android.media.AudioPlaybackCaptureConfiguration,getMatchingUsages(),23161,,Playback
6576,Media,android.media,android.media.AudioPlaybackCaptureConfiguration,getMediaProjection(),23161,,Playback
6577,Media,android.media,android.media.AudioPlaybackCaptureConfiguration,addMatchingUid(int uid),23161,Only capture audio output by app with the matching uid.,Playback
6578,Media,android.media,android.media.AudioPlaybackCaptureConfiguration.Builder,addMatchingUsage(int usage),23161,Only capture audio output with the given AudioAttributes.,Playback
6579,Media,android.media,android.media.AudioPlaybackCaptureConfiguration.Builder,build(),23161,Builds the configuration instance.,Playback
6580,Media,android.media,android.media.AudioPlaybackCaptureConfiguration.Builder,excludeUid(int uid),23161,Only capture audio output by apps that do not have the matching uid.,Playback
6581,Media,android.media,android.media.AudioPlaybackCaptureConfiguration.Builder,excludeUsage(int usage),23161,Only capture audio output that does not match the given AudioAttributes.,Playback
6582,Media,android.media,android.media.AudioPlaybackConfiguration,getAudioAttributes(),23161,Return the AudioAttributes of the corresponding player.,Playback
6583,Media,android.media,android.media.AudioPlaybackConfiguration,MASTERED_FOR_3D,23161,Three-dimensional (e.g. 5.1.2) speaker layout.,Playback
6584,Media,android.media,android.media.AudioPresentation,MASTERED_FOR_HEADPHONE,23161,Prerendered for headphone playback.,Headphone
6585,Media,android.media,android.media.AudioPresentation,MASTERED_FOR_STEREO,23161,Stereo speaker layout.,Presentation
6586,Media,android.media,android.media.AudioPresentation,MASTERED_FOR_SURROUND,23161,Two-dimensional (e.g. 5.1) speaker layout.,Presentation
6587,Media,android.media,android.media.AudioPresentation,MASTERING_NOT_INDICATED,23161,No preferred reproduction channel layout.,Presentation
6588,Media,android.media,android.media.AudioPresentation,getLabels(),23161,,Presentation
6589,Media,android.media,android.media.AudioPresentation,getLocale(),23161,,Presentation
6590,Media,android.media,android.media.AudioPresentation,getMasteringIndication(),23161,,Presentation
6591,Media,android.media,android.media.AudioPresentation,getPresentationId(),23161,Returns presentation ID used by the framework to select an audio presentation rendered by a decoder.,Presentation
6592,Media,android.media,android.media.AudioPresentation,getProgramId(),23161,Returns program ID used by the framework to select an audio presentation rendered by a decoder.,Presentation
6593,Media,android.media,android.media.AudioPresentation,hasAudioDescription(),23161,Indicates whether an audio description for the visually impaired is available.,Audio
6594,Media,android.media,android.media.AudioPresentation,hasDialogueEnhancement(),23161,Indicates whether dialogue enhancement is available.,Presentation
6595,Media,android.media,android.media.AudioPresentation,hasSpokenSubtitles(),23161,Indicates whether spoken subtitles for the visually impaired are available.,Presentation
6596,Media,android.media,android.media.AudioPresentation,build(),23161,Creates a AudioPresentation instance with the specified fields.,Presentation
6597,Media,android.media,android.media.AudioPresentation.Builder,setHasAudioDescription(boolean audioDescriptionAvailable),23161,Indicate whether the presentation contains audio description for the visually impaired.,Presentation
6598,Media,android.media,android.media.AudioPresentation.Builder,setHasDialogueEnhancement(boolean dialogueEnhancementAvailable),23161,Indicate whether the presentation supports dialogue enhancement.,Presentation
6599,Media,android.media,android.media.AudioPresentation.Builder,setHasSpokenSubtitles(boolean spokenSubtitlesAvailable),23161,Indicate whether the presentation contains spoken subtitles for the visually impaired.,Presentation
6600,Media,android.media,android.media.AudioPresentation.Builder,"setLabels(Map<ULocale, CharSequence> labels)",23161,Sets locale / text label pairs describing the presentation.,Presentation
6601,Media,android.media,android.media.AudioPresentation.Builder,setLocale(ULocale language),23161,Sets the language information of the audio presentation.,Presentation
6602,Media,android.media,android.media.AudioPresentation.Builder,setMasteringIndication(int masteringIndication),23161,Sets the mastering indication.,Presentation
6603,Media,android.media,android.media.AudioPresentation.Builder,setProgramId(int programId),23161,Sets the ProgramId to which this audio presentation refers.,Presentation
6604,Media,android.media,android.media.AudioPresentation.Builder,ERROR,23161,Denotes a generic operation failure.,Presentation
6605,Media,android.media,android.media.AudioRecord,ERROR_BAD_VALUE,23161,Denotes a failure due to the use of an invalid value.,Recorder
6606,Media,android.media,android.media.AudioRecord,ERROR_INVALID_OPERATION,23161,Denotes a failure due to the improper use of a method.,Recorder
6607,Media,android.media,android.media.AudioRecord,READ_BLOCKING,23161,The read mode indicating the read operation will block until all data requested has been read.,Recorder
6608,Media,android.media,android.media.AudioRecord,READ_NON_BLOCKING,23161,The read mode indicating the read operation will return immediately after reading as much audio data as possible without blocking.,Recorder
6609,Media,android.media,android.media.AudioRecord,RECORDSTATE_RECORDING,23161,indicates AudioRecord recording state is recording,Recorder
6610,Media,android.media,android.media.AudioRecord,RECORDSTATE_STOPPED,23161,indicates AudioRecord recording state is not recording,Recorder
6611,Media,android.media,android.media.AudioRecord,STATE_INITIALIZED,23161,indicates AudioRecord state is ready to be used,Recorder
6612,Media,android.media,android.media.AudioRecord,STATE_UNINITIALIZED,23161,indicates AudioRecord state is not successfully initialized.,Recorder
6613,Media,android.media,android.media.AudioRecord,SUCCESS,23161,Denotes a successful operation.,Recorder
6614,Media,android.media,android.media.AudioRecord,"addOnRoutingChangedListener(AudioRecord.OnRoutingChangedListener listener, Handler handler)",23161,This method was deprecated in API level 24. users should switch to the general purpose AudioRouting.OnRoutingChangedListener class instead.,Audio
6615,Media,android.media,android.media.AudioRecord,"addOnRoutingChangedListener(AudioRouting.OnRoutingChangedListener listener, Handler handler)",23161,Adds an AudioRouting.OnRoutingChangedListener to receive notifications of routing changes on this AudioRecord.,Audio
